title,price,currency,area_sqm,location,bedrooms,bathrooms,url
Hotel apartment with a very attractive return for sale near the university gate (Al-Jala),2400000,EGP,60,"Makadi Heights, Makadi Bay, Red Sea",2,1,https://www.bayut.eg/en/property/details-502583600.html
"103 square meters+ 50 sqm Garden, ultra super-lux finished, fully furnished, immediate delivery apartment for sale in Madinaty, New Cairo. """,6457500,EGP,103,"Zahya, New Mansoura, Dakahlia",3,2,https://www.bayut.eg/en/property/details-502816869.html
Stunning apartment for sale in a modern building (2015) in MASR ELGIDA (Golf Land)open view garden,6750000,EGP,180,"Mountain View Ras Al Hekma, Ras Al Hekma, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502781753.html
lowest price negiotable Apartment 270m finished ready to move Under market price in best location in al marasem fifth square fifth settlement,15300000,EGP,270,"Golden Square, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502821341.html
Ground apartment at Zed EAST | Under Market Price | Phase 1 | Prime Location,9800000,EGP,139,"Jayd Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502625301.html
"Lowest down payment , installments town house classic view landscape 4bedrooms lowest price in hyde park fifth settlement new cairo",28480000,EGP,215,"Rehab City, New Cairo, Cairo",4,4,https://www.bayut.eg/en/property/details-502860515.html
Fully furnished Chalet ready to move in Marassi,21000000,EGP,149,"Zahya, New Mansoura, Dakahlia",2,2,https://www.bayut.eg/en/property/details-502816096.html
"Twin house for sale in Grand Heights Compound, prime location, fully finished ready to move Elsheikh Zayed .",15000000,EGP,297,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",3,4,https://www.bayut.eg/en/property/details-502048884.html
Apartment with immediate handover 130sqm in Dar Misr Compound,4500000,EGP,128,"Jayd Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502873923.html
"A fully finished, detached villa with air conditioning and a kitchen in the heart of the Golden Square, ready for immediate occupancy and at the lowes",17800000,EGP,325,"Telal East, 5th Settlement, New Cairo, Cairo",5,4,https://www.bayut.eg/en/property/details-502874380.html
"116 meters for sale cash in the best stages of Madinaty – B12 finishing: ultra super lux with furniture and complete appliances, open view, completely unobstructed, close to services and the mosque, close to the craft zone.",6500000,EGP,116,"Zahya, New Mansoura, Dakahlia",3,2,https://www.bayut.eg/en/property/details-502873727.html
Ground Chalet for Sale – Marina 2 First row on the sandy lagoon,6700000,EGP,72,"Zahya, New Mansoura, Dakahlia",2,1,https://www.bayut.eg/en/property/details-502873745.html
Penthouse Open Lagoon View Prime Location Property For Sale At Ramla Property For Sale At Ras Al Hekma Property For Sale At North Coast,32000000,EGP,400,"Mazarine, Alamein, North Coast, Matruh",4,4,https://www.bayut.eg/en/property/details-502873929.html
"Ground Chalet for Sale – Marina 2, Zone 9",10000000,EGP,115,"Creek Town Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502873865.html
LUXURY Standalone Lagoon Front Steps To the Beach Property For Sale At Ramla Property For Sale At Ras Al Hekma Property For Sale At North Coast,60000000,EGP,800,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo",5,5,https://www.bayut.eg/en/property/details-502873706.html
LUXURY VILLA Steps to The Beach Lagoon Front Property For Sale At Ramla Property For Sale At Ras El Hekma Property For Sale At North Coast,34000000,EGP,420,"Mazarine, Alamein, North Coast, Matruh",4,4,https://www.bayut.eg/en/property/details-502873857.html
Under Market Price Apartment In Up Town Compound For Sale With Very Prime Location,14501933,EGP,140,"Amwaj, Sidi Abdel Rahman, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502873555.html
very special unit in soma bay with panoramic view,10500000,EGP,115,"Amwaj, Sidi Abdel Rahman, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502873608.html
"Ultra-super-lux finished ground floor apartment with garden in the most desirable phase of Al Rehab, Phase 2",7750000,EGP,108,"Mazarine, Alamein, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502873834.html
Luxury Apartment for resale in sarai s2 new Cairo – 127 sqm | Prime First Floor A distinctive and exceptional double garden view,5700000,EGP,127,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502873374.html
immediately receive your apartment benelled in new cairo next to the american uni,9500000,EGP,140,"Ashgar City Compound, 6th of October, Giza",3,2,https://www.bayut.eg/en/property/details-502873738.html
Apartment in makadi by Orascom with very prime location and 0% DP,10000000,EGP,100,"Acasa Mia, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502873783.html
Lowest down payment Fully finished Apartment 2 bedrooms for sale in compound city gate fifth settlement new cairo with prime location view l,11060000,EGP,107,"Zmora East, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502873912.html
"For Sale – Rehana, Marina 2 (First Upper Floor)",8500000,EGP,130,"Palm Hills New Cairo Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502873818.html
Apartment for sale with the best finishing in Regency Park Compound,13000000,EGP,125,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502873729.html
Under Market Price Apartment in Marassem Compound In New Cairo For Sale With Very Prime Location.,10250000,EGP,130,"Makadi Heights, Makadi Bay, Red Sea",2,2,https://www.bayut.eg/en/property/details-502873338.html
Luxury Villa for Sale in Oriana – Cairo Festival City 5th Settlement – New Cairo,120000000,EGP,1140,"Marina 4, Alamein, North Coast, Matruh",5,6,https://www.bayut.eg/en/property/details-502874385.html
"Chalet for sale, ,Ready to Move super luxurious, direct sea view, in Telal AL Sokhna - Telal AL Sokhna",6518000,EGP,140,"Palm Hills New Alamein, Alamein, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502873651.html
"Hotel apartments for sale on Mossadeq Main Street - Dokki, with installments over 12 months.",6300000,EGP,130,"Cattleya - Arabco Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502873434.html
lowest chalet resale 111m june ras el hikma fully finished,12403830,EGP,111,"June Sodic, Ras Al Hekma, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502873390.html
"For sale, an apartment in Al Rehab City, 99 square meters, second floor, with special finishing for furniture and appliances, opposite Avenue Mall and Carrefour and a mosque.",6000000,EGP,99,"Royal City Compound, Sheikh Zayed, Giza",2,1,https://www.bayut.eg/en/property/details-502874024.html
Chalet for Sale – Marina 6 Largest model in the area,8500000,EGP,165,"Marina 8, Alamein, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502873918.html
"A distinguished apartment for sale in Bahri West City, for immediate delivery, with super lux finishes, using the finest materials, in a quiet and very distinctive location.",5700000,EGP,89,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502872934.html
Duplex for sale in westown - Sodic West ( Fully Furnished),21000000,EGP,240,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502871996.html
"Twin house corner unit for sale at the best price for a quick sale Super Lux finishing, fully furnished with air conditioning in Amwaj North Coast",16700000,EGP,225,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",4,4,https://www.bayut.eg/en/property/details-502873320.html
For Sale – Chalet in Marina 5 - With a private rear garden (350 sqm) - Private entrance - First Floor,8500000,EGP,134,"Makadi Heights, Makadi Bay, Red Sea",2,2,https://www.bayut.eg/en/property/details-502872243.html
"Own a premium townhouse with elegant design, flexible payment plans, and guaranteed handover in 3 years—perfect for luxury living and smart investment",30000000,EGP,233,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",4,5,https://www.bayut.eg/en/property/details-502872673.html
Installments Over 11 Years View UR Hotel APT On Reality In KOR Financial District,21000000,EGP,165,"Marina 4, Alamein, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502872556.html
"A prime Location, Penthouse for Sale, Village Gate Compound Beside AUC | New Cairo",15000000,EGP,330,"Royal City Compound, Sheikh Zayed, Giza",3,3,https://www.bayut.eg/en/property/details-502873095.html
My City apartment for sale 90 meters in B6 with furniture 2 bedrooms 2 bathrooms,4500000,EGP,90,"Village Gate Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502873312.html
"Apartment for sale in Talaat Mostafa at a commercial price - in one of the most prestigious locations in Madinaty, B2",5000000,EGP,107,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502873154.html
Your real opportunity to live in Privado: an 83 sq m apartment with a low down payment. If you're looking for a finished apartment in an excellent loc,7326610,EGP,83,"Madinaty, Cairo",2,1,https://www.bayut.eg/en/property/details-502873112.html
For Sale in Marina 1 Second upper floor apartment,4500000,EGP,120,"Madinaty, Cairo",3,2,https://www.bayut.eg/en/property/details-502872117.html
Fully Furnished 1BR Apartment for Sale in El-Dau Heights,6000000,EGP,75,"D-Bay, North Coast, Matruh",1,1,https://www.bayut.eg/en/property/details-502872491.html
For Sale – Studio in Marina 5 - Front and Back Garden,6000000,EGP,73,"Madinaty, Cairo",1,1,https://www.bayut.eg/en/property/details-502872385.html
unique villa with panoramic view | prime location,20000000,EGP,270,"Hurghada, Red Sea",3,3,https://www.bayut.eg/en/property/details-502872184.html
"Twin House for Sale in Bellagio Compound – New Cairo Prime Location | Fully finished with kitchen, air conditioning, furniture Ready to Move",33000000,EGP,440,"Porto Marina, Alamein, North Coast, Matruh",4,4,https://www.bayut.eg/en/property/details-502872657.html
"Furnished and equipped chalet for sale in Ain Sokhna, in Ilmonte Galala. Receive a first-row chalet with a direct sea view, located near Porto Sokhna.",6100000,EGP,105,"Porto Marina, Alamein, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502872126.html
"Veranda. Sahl Hasheesh in hurghada APARTMENT FOR SALE IN VERANDA, SAHL HASHEESH",12000000,EGP,130,"IL Monte Galala, Ain Sukhna, Suez",2,2,https://www.bayut.eg/en/property/details-502873007.html
Bedroom Apartment for Sale in Florenza,4000000,EGP,66,"Porto Marina, Alamein, North Coast, Matruh",1,1,https://www.bayut.eg/en/property/details-502872853.html
Apartment Fully Finished Prime Location - 5% Down-payment on 10 years,17000000,EGP,110,"1st Avenue SouthSide, Hurghada, Red Sea",2,2,https://www.bayut.eg/en/property/details-502872233.html
furnished chalet with penthouse prime location open view,7000000,EGP,145,"Makadi Heights, Hurghada, Red Sea",2,3,https://www.bayut.eg/en/property/details-502872514.html
RTMapartment with garden in address east|prime location,7000000,EGP,127,"Aroma Residence, Ain Sukhna, Suez",3,3,https://www.bayut.eg/en/property/details-502872050.html
chalet for sale Blanca- Marassi First floor Golf view,16500000,EGP,113,"Telal East, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502871967.html
"For Sale in Al Rehab City, Phase 5, Condo, in a very prime location. A distinctive location combining services and tranquility, next to the Rehab 1 se",5500000,EGP,90,"Telal East, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502872530.html
"Duplex 289 sqm + 178 sqm garden, immediate delivery, fully finished, fully furnished with all electrical appliances, next to AUC.",20000000,EGP,289,"Latin District, Alamein, North Coast, Matruh",4,3,https://www.bayut.eg/en/property/details-502872702.html
Apartment Fully Finished Landscape View - 0% Down Payment On 10 Years,28000000,EGP,197,"Latin District, Alamein, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502871034.html
RTM apartment with very prime location | Open view,12500000,EGP,160,"Villette Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502871826.html
"Modern Studio for Sale in G-Cribs, Hurghada",5900000,EGP,45,"Villette Compound, 5th Settlement, New Cairo, Cairo",,1,https://www.bayut.eg/en/property/details-502871807.html
Apartment Fully Finished Landscape View -5% Down payment over 8 Years,13000000,EGP,116,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502871244.html
UNDER MARKET resale chalet finished acs on lagoon,10478000,EGP,125,"Mazarine, Alamein, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502871334.html
For Sale In The Estates Residence By Sodic Finished Apartment With Best View,16185000,EGP,118,"Eastown Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502871108.html
with garden FULLY FURNISHED ready to move,6500000,EGP,84,"Baymount, Ain Sukhna, Suez",2,2,https://www.bayut.eg/en/property/details-502870973.html
Townhouse Fully Finished Landscape View - 5% Down Payment On 8 Years,38000000,EGP,202,"Hurghada, Red Sea",3,3,https://www.bayut.eg/en/property/details-502871124.html
Penthouse Fully Finished Water Features View - 10% Down Payment Over 8 Years,18000000,EGP,170,"Hurghada, Red Sea",3,3,https://www.bayut.eg/en/property/details-502870975.html
RTM apartment with 10YEARS installments by SODIC,25000000,EGP,180,"Mazarine, Alamein, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502871587.html
Early delivery apartment with very prime location,6500000,EGP,80,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo",1,1,https://www.bayut.eg/en/property/details-502871523.html
S villa for sale in SARAI with special price,15000000,EGP,260,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo",4,3,https://www.bayut.eg/en/property/details-502871841.html
TOWNHOUSE FULLY FINISHED READY TO MOVE FOR SALE OVER 11 YEARS,14300000,EGP,180,"VYE Sodic Compound, Sheikh Zayed, Giza",4,4,https://www.bayut.eg/en/property/details-502871354.html
Ground chalet for sale Marassi Catania,17000000,EGP,120,"MarVille New Zayed, Sheikh Zayed, Giza",2,2,https://www.bayut.eg/en/property/details-502871787.html
Apartment Fully Finished In Prime Location -0% Down payment over 10 Years,15000000,EGP,118,"Zed East Compound, 6th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502871059.html
